Make,Year of manufacture,Condition,Mileage,Engine Size,Fuel,Transmission,Price
Mercedes-Benz,2008.0,Nigerian Used,219148.0,3274.9765625,Petrol,Automatic,"2,026,000"
Lexus,1999.0,Nigerian Used,404250.0,3000.0,Petrol,Automatic,"2,080,000"
Honda,2003.0,Nigerian Used,150817.0,24.0,Electric,Automatic,"1,456,000"
Honda,2008.0,Nigerian Used,120089.0,3500.0,Petrol,Automatic,"1,575,000"
Mercedes-Benz,2003.0,Nigerian Used,57894.0,1800.0,Petrol,Automatic,"1,260,000"
Honda,2003.0,Nigerian Used,258793.0,2400.0,Petrol,Automatic,"950,000"
Kia,2011.0,Nigerian Used,166988.0,1400.0,Petrol,Manual,"1,260,000"
Toyota,2005.0,Nigerian Used,83572.0,2400.0,Petrol,Automatic,"1,560,000"
Peugeot,2008.0,Nigerian Used,459846.0,1900.0,Petrol,Manual,"2,310,000"
Lexus,2000.0,Nigerian Used,333387.0,3000.0,Petrol,Automatic,"1,470,000"
Honda,2005.0,Nigerian Used,470072.0,2400.0,Petrol,Automatic,"1,050,000"
Honda,2005.0,Nigerian Used,8055.0,3000.0,Petrol,Automatic,"1,050,000"
Peugeot,2004.0,Nigerian Used,122332.0,1800.0,Petrol,Manual,"1,248,000"
Audi,2010.0,Foreign Used,159339.0,3200.0,Petrol,Automatic,"6,300,000"
Peugeot,2014.0,Nigerian Used,66988.0,2400.0,Petrol,Automatic,"3,885,000"
Nissan,2011.0,Nigerian Used,182533.65556660038,1800.0,Petrol,Manual,"1,050,000"
Audi,2006.0,Foreign Used,256169.0,4100.0,Petrol,Automatic,"3,150,000"
Honda,2003.0,Foreign Used,165951.0,2000.0,Petrol,Manual,"1,260,000"
Honda,1998.0,Nigerian Used,103161.0,2300.0,Petrol,Automatic,"1,040,000"
Honda,2005.0,Nigerian Used,230250.0,2500.0,Petrol,Automatic,"1,716,000"
Toyota,2013.0,Nigerian Used,341049.0,2500.0,Petrol,Automatic,"4,784,000"
Honda,2000.0,Nigerian Used,108559.0,3500.0,Petrol,Automatic,"1,040,000"
Peugeot,2008.0,Nigerian Used,224387.0,1500.0,Petrol,Manual,"1,050,000"
Nissan,2011.0,Nigerian Used,164437.0,2000.0,Petrol,Automatic,"1,260,000"
Audi,2000.0,Nigerian Used,198852.0,2400.0,Petrol,Automatic,"1,260,000"
Pontiac,2004.0,Nigerian Used,269821.0,3400.0,Petrol,Automatic,"1,470,000"
Honda,2007.0,Foreign Used,387617.0,3500.0,Petrol,Automatic,"2,690,000"
Toyota,2003.0,Foreign Used,299999.0,1800.0,Petrol,Automatic,"2,520,000"
Mercedes-Benz,2004.0,Nigerian Used,1755.0,1800.0,Petrol,Manual,"1,470,000"
Mercedes-Benz,2011.0,Foreign Used,129709.0,5500.0,Petrol,Automatic,"13,275,000"
Lexus,2007.0,Nigerian Used,169032.0,3300.0,Hybrid,Automatic,"1,575,000"
Ford,2007.0,Nigerian Used,219958.0,3500.0,Petrol,Automatic,"2,025,000"
Mitsubishi,2008.0,Nigerian Used,70000.0,3800.0,Petrol,Automatic,"1,050,000"
Volkswagen,2008.0,Nigerian Used,1052.0,3274.9765625,Petrol,Automatic,"2,935,000"
Honda,2005.0,Nigerian Used,325017.0,3000.0,Petrol,Automatic,"1,155,000"
Volkswagen,2009.0,Nigerian Used,71019.0,1600.0,Petrol,Automatic,"1,260,000"
Nissan,2005.0,Nigerian Used,103863.0,16000.0,Petrol,Automatic,"1,050,000"
Kia,2008.0,Nigerian Used,187762.0,3274.9765625,Petrol,Automatic,"1,802,000"
Toyota,2008.0,Nigerian Used,107240.0,3500.0,Petrol,Automatic,"1,680,000"
Nissan,2014.0,Nigerian Used,101533.0,1500.0,Petrol,Manual,"1,312,500"
Hyundai,2007.0,Nigerian Used,360863.0,2000.0,Petrol,Manual,"1,050,000"
Toyota,2010.0,Nigerian Used,324856.0,1300.0,Petrol,AMT,"2,677,500"
Toyota,2005.0,Nigerian Used,122205.0,1800.0,Petrol,Automatic,"1,976,000"
Toyota,2005.0,Foreign Used,335975.0,1800.0,Petrol,Automatic,"3,150,000"
Ford,2005.0,Nigerian Used,380311.0,2000.0,Petrol,Manual,"1,050,000"
Volkswagen,2006.0,Nigerian Used,241123.0,2500.0,Petrol,Automatic,"1,260,000"
Honda,2000.0,Nigerian Used,413686.0,2000.0,Petrol,Automatic,"1,144,000"
Hyundai,2013.0,Nigerian Used,71661.0,1600.0,Petrol,Manual,"1,680,000"
Ford,2008.0,Nigerian Used,131240.0,3274.9765625,Petrol,Automatic,"2,698,000"
BMW,2004.0,Nigerian Used,182533.65556660038,3000.0,Petrol,Automatic,"1,050,000"
Kia,2014.0,Nigerian Used,86527.0,1600.0,Petrol,Automatic,"3,150,000"
Toyota,2005.0,Foreign Used,299999.0,1800.0,Petrol,Automatic,"2,730,000"
Toyota,2009.0,Nigerian Used,179779.0,1800.0,Petrol,Manual,"1,575,000"
Toyota,2006.0,Foreign Used,273023.0,2000.0,Petrol,Automatic,"1,942,500"
Hyundai,2021.0,Nigerian Used,764.0,1200.0,Petrol,Automatic,"6,825,000"
Honda,2003.0,Nigerian Used,305644.0,3500.0,Petrol,Automatic,"1,456,000"
Pontiac,2003.0,Nigerian Used,110946.0,1800.0,Petrol,Automatic,"2,600,000"
Peugeot,2004.0,Foreign Used,176687.0,2400.0,Petrol,Automatic,"1,785,000"
Toyota,2004.0,Nigerian Used,180712.0,2400.0,Petrol,Automatic,"1,365,000"
Toyota,2001.0,Nigerian Used,219863.0,3000.0,Petrol,Automatic,"1,155,000"
Honda,2006.0,Nigerian Used,248222.0,2400.0,Petrol,Automatic,"1,664,000"
Pontiac,2003.0,Nigerian Used,273251.0,1800.0,Petrol,Automatic,"2,392,000"
Toyota,2010.0,Nigerian Used,319436.0,1800.0,Petrol,Automatic,"1,890,000"
Toyota,2004.0,Nigerian Used,482800.0,1800.0,Petrol,Automatic,"1,785,000"
Ford,2001.0,Nigerian Used,158093.0,1400.0,Petrol,Manual,"1,050,000"
Opel,1999.0,Nigerian Used,216343.0,1800.0,Petrol,Manual,"1,470,000"
Honda,2008.0,Nigerian Used,290798.0,2400.0,Petrol,Automatic,"1,470,000"
Ford,2002.0,Nigerian Used,279391.0,2000.0,Petrol,Automatic,"1,050,000"
Audi,2011.0,Nigerian Used,50930.0,2000.0,Petrol,Manual,"3,360,000"
Toyota,2004.0,Foreign Used,109587.0,2400.0,Petrol,Automatic,"2,320,000"
Nissan,2015.0,Nigerian Used,88572.0,2400.0,Petrol,Automatic,"1,470,000"
Honda,2008.0,Nigerian Used,318649.0,3500.0,Petrol,Automatic,"1,155,000"
Honda,2005.0,Nigerian Used,200956.0,2400.0,Petrol,Automatic,"1,352,000"
Opel,2001.0,Foreign Used,117508.0,1600.0,Petrol,Manual,"1,942,500"
Nissan,2003.0,Nigerian Used,184375.0,1500.0,Petrol,Manual,"1,260,000"
Toyota,2004.0,Nigerian Used,280892.0,3000.0,Petrol,Automatic,"1,050,000"
Honda,2008.0,Nigerian Used,116346.0,3500.0,Petrol,Automatic,"1,785,000"
Lexus,2001.0,Nigerian Used,278388.0,3000.0,Petrol,Automatic,"1,050,000"
Volvo,2004.0,Nigerian Used,567302.0,2500.0,Petrol,Automatic,"1,890,000"
Toyota,2002.0,Nigerian Used,294045.0,2400.0,Petrol,Automatic,"1,352,000"
Toyota,2005.0,Nigerian Used,272020.0,1800.0,Petrol,Manual,"1,575,000"
Mercedes-Benz,2005.0,Nigerian Used,352743.0,1800.0,Petrol,Automatic,"1,160,000"
Mercedes-Benz,2009.0,Nigerian Used,7893.0,3000.0,Petrol,Automatic,"3,937,500"
Toyota,2008.0,Nigerian Used,482800.0,1800.0,Petrol,Automatic,"1,575,000"
Toyota,2005.0,Nigerian Used,381750.0,2400.0,Petrol,Automatic,"1,365,000"
Honda,2007.0,Nigerian Used,236581.0,2400.0,Petrol,Automatic,"1,560,000"
Toyota,2003.0,Nigerian Used,299999.0,1800.0,Petrol,Automatic,"1,785,000"
Lexus,2012.0,Nigerian Used,128484.0,3500.0,Petrol,Automatic,"8,320,000"
Ford,2011.0,Foreign Used,113188.0,3500.0,Petrol,Automatic,"4,162,500"
Audi,2019.0,Nigerian Used,24577.0,5500.0,Petrol,Automatic,"49,350,000"
Honda,2003.0,Nigerian Used,257112.0,2000.0,Petrol,Automatic,"1,248,000"
Honda,2006.0,Nigerian Used,392030.0,2400.0,Petrol,Automatic,"1,470,000"
Kia,2011.0,Nigerian Used,24798.0,3800.0,Petrol,Automatic,"4,200,000"
Toyota,2003.0,Nigerian Used,157097.0,4700.0,Petrol,Automatic,"2,860,000"
Honda,2015.0,Nigerian Used,87381.0,1800.0,Petrol,Manual,"3,675,000"
Opel,2008.0,Nigerian Used,255556.0,3274.9765625,Petrol,Manual,"2,026,000"
Toyota,2003.0,Nigerian Used,426260.0,2400.0,Petrol,Automatic,"3,120,000"
BMW,2008.0,Nigerian Used,182533.65556660038,3274.9765625,Petrol,Automatic,"1,522,000"
Mercedes-Benz,2010.0,Foreign Used,182533.65556660038,3500.0,Petrol,Automatic,"6,750,000"
Honda,2006.0,Nigerian Used,218213.0,3500.0,Petrol,Automatic,"1,260,000"
Nissan,2003.0,Nigerian Used,270851.0,2500.0,Petrol,Automatic,"1,050,000"
Honda,2012.0,Nigerian Used,13226.0,1800.0,Petrol,Automatic,"3,120,000"
Toyota,2002.0,Nigerian Used,166867.0,2500.0,Petrol,Automatic,"1,352,000"
Peugeot,2002.0,Foreign Used,158771.0,1600.0,Petrol,Manual,"1,470,000"
Toyota,2008.0,Nigerian Used,171058.0,3274.9765625,Petrol,Automatic,"4,490,000"
Opel,2000.0,Nigerian Used,419605.0,1800.0,Petrol,Automatic,"1,260,000"
Mazda,2009.0,Nigerian Used,157786.0,2000.0,Petrol,Automatic,"1,800,000"
BMW,2000.0,Nigerian Used,262984.0,30.0,Petrol,Automatic,"1,260,000"
Infiniti,2001.0,Nigerian Used,339881.0,3500.0,Petrol,Automatic,"1,352,000"
Peugeot,2002.0,Nigerian Used,22930.0,2000.0,Petrol,Automatic,"1,470,000"
Toyota,2005.0,Foreign Used,90741.0,1800.0,Petrol,Automatic,"2,625,000"
Toyota,2007.0,Nigerian Used,81317.0,3500.0,Petrol,Automatic,"3,375,000"
Toyota,2002.0,Nigerian Used,261978.0,3000.0,Petrol,Automatic,"2,025,000"
Lexus,2006.0,Nigerian Used,466356.0,2500.0,Petrol,Automatic,"2,835,000"
Toyota,2005.0,Foreign Used,236042.0,2000.0,Petrol,Automatic,"3,675,000"
Toyota,2008.0,Nigerian Used,43836.0,3274.9765625,Petrol,Automatic,"3,034,000"
Toyota,2007.0,Nigerian Used,174458.0,2400.0,Petrol,Automatic,"2,808,000"
Nissan,1999.0,Foreign Used,223712.0,1000.0,Petrol,Automatic,"1,050,000"
Mercedes-Benz,2006.0,Nigerian Used,208116.0,3500.0,Petrol,Automatic,"1,155,000"
Toyota,2005.0,Nigerian Used,185120.0,3000.0,Petrol,Automatic,"1,365,000"
Volkswagen,2010.0,Nigerian Used,184724.0,2500.0,Petrol,Automatic,"1,050,000"
Audi,2002.0,Foreign Used,188315.0,2000.0,Petrol,Automatic,"2,310,000"
Toyota,2005.0,Nigerian Used,156336.0,2000.0,Petrol,Automatic,"1,365,000"
Kia,2013.0,Nigerian Used,135005.0,1400.0,Petrol,Automatic,"1,355,000"
BMW,2001.0,Nigerian Used,225431.0,2200.0,Petrol,Automatic,"1,260,000"
Mercedes-Benz,2006.0,Nigerian Used,531146.0,2500.0,Petrol,Automatic,"1,575,000"
Honda,2009.0,Nigerian Used,432233.0,1600.0,Petrol,Automatic,"1,664,000"
Honda,2004.0,Nigerian Used,130726.0,3274.9765625,Petrol,Automatic,"1,102,500"
Honda,2004.0,Nigerian Used,169293.0,3500.0,Petrol,Automatic,"1,768,000"
Toyota,2009.0,Nigerian Used,187196.0,2400.0,Hybrid,Automatic,"1,785,000"
Toyota,2005.0,Nigerian Used,180634.0,1500.0,Petrol,Automatic,"1,155,000"
Mazda,2006.0,Nigerian Used,170765.0,2300.0,Petrol,Automatic,"1,680,000"
Honda,2003.0,Nigerian Used,187707.0,2400.0,Petrol,Automatic,"1,352,000"
Lexus,2004.0,Nigerian Used,208646.0,3300.0,Petrol,Automatic,"3,848,000"
Honda,2005.0,Foreign Used,225593.0,2400.0,Petrol,Automatic,"1,417,500"
Volkswagen,2006.0,Nigerian Used,218310.0,2500.0,Petrol,Automatic,"1,057,500"
Honda,2003.0,Nigerian Used,224187.0,3000.0,Petrol,Automatic,"1,050,000"
Honda,2004.0,Nigerian Used,222629.0,3274.9765625,Petrol,Automatic,"1,155,000"
Toyota,2002.0,Nigerian Used,163777.0,3000.0,Petrol,Automatic,"1,250,000"
Honda,2008.0,Nigerian Used,157477.0,1800.0,Petrol,Automatic,"1,664,000"
Nissan,2003.0,Foreign Used,148224.0,1800.0,Petrol,Manual,"1,055,000"
Suzuki,2008.0,Nigerian Used,1.0,3274.9765625,Petrol,Manual,"4,000,000"
Toyota,2000.0,Nigerian Used,39807.0,2200.0,Petrol,Automatic,"1,352,000"
Lexus,2006.0,Nigerian Used,63728.0,3.0,Hybrid,Automatic,"3,952,000"
Toyota,2007.0,Nigerian Used,120352.0,3274.9765625,Petrol,Automatic,"1,050,000"
Toyota,2008.0,Foreign Used,182533.65556660038,3274.9765625,Petrol,Automatic,"3,465,000"
Toyota,2004.0,Nigerian Used,52982.0,4700.0,Petrol,Automatic,"2,808,000"
Toyota,2007.0,Nigerian Used,245616.0,1800.0,Petrol,Manual,"1,207,500"
Mercedes-Benz,2000.0,Nigerian Used,170843.0,35.0,Petrol,Automatic,"1,050,000"
Toyota,2005.0,Nigerian Used,149839.0,1800.0,Petrol,Automatic,"2,475,000"
Honda,2013.0,Nigerian Used,186595.0,1500.0,Petrol,Automatic,"3,360,000"
Ford,2010.0,Foreign Used,388488.0,5400.0,Petrol,Automatic,"7,800,000"
Toyota,2008.0,Nigerian Used,65817.0,3274.9765625,Petrol,Automatic,"5,050,000"
Suzuki,2009.0,Nigerian Used,113587.0,2000.0,Petrol,Automatic,"2,100,000"
Toyota,2006.0,Foreign Used,409066.0,2400.0,Petrol,Automatic,"2,730,000"
Peugeot,2004.0,Foreign Used,99999.0,1600.0,Electric,Automatic,"1,627,500"
Volvo,2005.0,Foreign Used,297589.0,3000.0,Petrol,Automatic,"1,260,000"
Toyota,1999.0,Nigerian Used,234150.0,3000.0,Petrol,Automatic,"1,155,000"
Kia,2018.0,Nigerian Used,15598.0,1800.0,Petrol,Automatic,"4,200,000"
Mercedes-Benz,2008.0,Nigerian Used,215674.0,3274.9765625,Petrol,Automatic,"1,018,000"
Honda,2005.0,Nigerian Used,404816.0,2400.0,Petrol,Automatic,"1,050,000"
Toyota,2008.0,Nigerian Used,182533.65556660038,3274.9765625,Petrol,Automatic,"19,000,000"
Mercedes-Benz,2007.0,Foreign Used,249549.0,3500.0,Petrol,Automatic,"4,500,000"
Honda,2012.0,Nigerian Used,180989.0,16000.0,Petrol,Automatic,"2,415,000"
Toyota,2009.0,Foreign Used,121871.0,2400.0,Petrol,Automatic,"5,062,500"
Toyota,2010.0,Nigerian Used,360974.0,2400.0,Petrol,Automatic,"1,995,000"
Toyota,2009.0,Foreign Used,90852.0,2400.0,Petrol,Automatic,"4,500,000"
Ford,2012.0,Foreign Used,172743.0,33.0,Petrol,Automatic,"5,460,000"
Nissan,2012.0,Nigerian Used,199155.0,2500.0,Petrol,Automatic,"1,260,000"
Toyota,2012.0,Nigerian Used,143438.0,1600.0,Petrol,Manual,"2,625,000"
Volvo,2008.0,Nigerian Used,56968.0,3274.9765625,Petrol,Automatic,"7,850,000"
Toyota,2000.0,Nigerian Used,207581.0,1400.0,Petrol,Automatic,"1,047,500"
Toyota,2001.0,Nigerian Used,327298.0,2200.0,Petrol,Automatic,"1,050,000"
Lexus,2001.0,Nigerian Used,198044.0,3000.0,Petrol,Automatic,"1,365,000"
Toyota,2003.0,Nigerian Used,296443.0,1800.0,Petrol,Automatic,"1,312,500"
Honda,2006.0,Nigerian Used,202078.0,3000.0,Petrol,Automatic,"1,018,500"
Toyota,2008.0,Nigerian Used,18462.0,3274.9765625,Petrol,Automatic,"5,274,000"
Toyota,2004.0,Nigerian Used,208160.0,2400.0,Petrol,Automatic,"1,155,000"
Toyota,2008.0,Nigerian Used,10251.0,3274.9765625,Petrol,Automatic,"14,570,000"
Toyota,2004.0,Nigerian Used,219124.0,1800.0,Petrol,Automatic,"2,080,000"
Hyundai,2010.0,Nigerian Used,103739.0,1600.0,Petrol,Manual,"1,155,000"
Honda,2004.0,Nigerian Used,177588.0,3500.0,Petrol,Automatic,"1,872,000"
Toyota,2001.0,Foreign Used,111027.0,3000.0,Petrol,Automatic,"3,600,000"
Toyota,2002.0,Nigerian Used,182533.65556660038,1800.0,Petrol,Automatic,"2,100,000"
Toyota,2008.0,Nigerian Used,16986.0,3274.9765625,Petrol,Automatic,"20,170,000"
Volvo,2008.0,Foreign Used,12074.0,3200.0,Petrol,Automatic,"3,432,000"
Ford,2009.0,Foreign Used,179134.0,35.0,Petrol,Automatic,"4,837,500"
Toyota,2007.0,Nigerian Used,213548.0,3500.0,Petrol,Automatic,"3,328,000"
Toyota,1999.0,Nigerian Used,318617.0,2200.0,Petrol,Automatic,"1,040,000"
Honda,2009.0,Nigerian Used,189309.0,3500.0,Petrol,Automatic,"1,365,000"
Toyota,2009.0,Foreign Used,210673.0,1800.0,Petrol,Automatic,"4,275,000"
Toyota,2008.0,Nigerian Used,233560.0,3274.9765625,Petrol,Automatic,"2,810,000"
Ford,2010.0,Nigerian Used,137993.0,18.0,Petrol,Automatic,"1,260,000"
Toyota,2010.0,Nigerian Used,203870.0,2500.0,Petrol,Automatic,"3,640,000"
Mercedes-Benz,2016.0,Nigerian Used,41668.0,2000.0,Petrol,Automatic,"10,012,500"
Honda,2003.0,Nigerian Used,229437.0,2400.0,Petrol,Automatic,"1,404,000"
Hyundai,2009.0,Nigerian Used,142520.0,1600.0,Petrol,Automatic,"1,365,000"
Lexus,2004.0,Nigerian Used,360191.0,3300.0,Petrol,Automatic,"2,475,000"
Toyota,2007.0,Foreign Used,227184.0,1500.0,Petrol,Automatic,"2,625,000"
Honda,2014.0,Nigerian Used,24935.0,1800.0,Petrol,Automatic,"4,725,000"
Honda,2008.0,Nigerian Used,156271.0,1300.0,Petrol,Manual,"1,050,000"
Toyota,2007.0,Nigerian Used,174956.0,1500.0,Petrol,Manual,"1,365,000"
Toyota,2008.0,Nigerian Used,59399.0,1800.0,Petrol,Manual,"1,872,000"
Toyota,2009.0,Nigerian Used,137186.0,1800.0,Petrol,Manual,"1,575,000"
Honda,2005.0,Nigerian Used,131992.0,3000.0,Petrol,Automatic,"1,050,000"
Honda,2008.0,Nigerian Used,370928.0,2400.0,Petrol,Automatic,"1,155,000"
Honda,2007.0,Nigerian Used,66823.0,1800.0,Petrol,Automatic,"1,768,000"
Hyundai,2009.0,Nigerian Used,164565.0,1600.0,Petrol,Manual,"1,155,000"
Honda,2002.0,Foreign Used,137775.0,1700.0,Petrol,Automatic,"1,470,000"
Mercedes-Benz,2005.0,Nigerian Used,167169.0,2400.0,Petrol,Automatic,"1,470,000"
Honda,2006.0,Nigerian Used,168907.0,1800.0,Petrol,Automatic,"1,365,000"
Honda,2010.0,Nigerian Used,252463.0,1800.0,Petrol,Automatic,"1,575,000"
Honda,2006.0,Nigerian Used,78511.0,18.0,Petrol,Automatic,"1,664,000"
Honda,2008.0,Foreign Used,136143.0,1800.0,Petrol,Automatic,"2,520,000"
Honda,2008.0,Nigerian Used,178425.0,1800.0,Petrol,Automatic,"1,456,000"
Toyota,2003.0,Foreign Used,162691.0,1800.0,Petrol,Automatic,"2,704,000"
Lexus,2007.0,Nigerian Used,78470.0,3500.0,Petrol,Automatic,"5,287,500"
Toyota,2006.0,Nigerian Used,169259.0,1800.0,Petrol,Automatic,"1,365,000"
Lexus,2014.0,Nigerian Used,53558.0,3500.0,Petrol,Automatic,"8,400,000"
Toyota,2005.0,Nigerian Used,195268.0,1800.0,Petrol,Automatic,"1,365,000"
Toyota,2014.0,Nigerian Used,308916.0,1300.0,Petrol,Automatic,"4,200,000"
Opel,2002.0,Nigerian Used,245314.0,1400.0,Petrol,Manual,"1,260,000"
Audi,2009.0,Foreign Used,259300.0,2000.0,Petrol,Automatic,"3,150,000"
Toyota,2005.0,Nigerian Used,217805.0,2400.0,Petrol,Automatic,"1,260,000"
Volkswagen,2013.0,Foreign Used,131549.0,2500.0,Petrol,Automatic,"5,880,000"
Lexus,2007.0,Nigerian Used,174458.0,3000.0,Petrol,Automatic,"2,625,000"
Honda,2006.0,Foreign Used,171225.0,1300.0,Hybrid,Automatic,"2,704,000"
Toyota,2004.0,Nigerian Used,70990.0,1800.0,Petrol,Automatic,"2,080,000"
Chevrolet,2003.0,Foreign Used,191555.0,2200.0,Petrol,Automatic,"1,575,000"
Toyota,2005.0,Nigerian Used,247930.0,3300.0,Petrol,Automatic,"2,250,000"
Hyundai,2004.0,Nigerian Used,180368.0,3500.0,Petrol,Automatic,"1,260,000"
Peugeot,2004.0,Foreign Used,104880.0,1400.0,Petrol,Manual,"1,560,000"
Lexus,2005.0,Nigerian Used,373268.0,3300.0,Petrol,Automatic,"2,404,000"
Toyota,2004.0,Nigerian Used,138916.0,1800.0,Petrol,Automatic,"2,250,000"
Peugeot,2004.0,Foreign Used,89405.0,14.0,Petrol,Automatic,"2,288,000"
Pontiac,2003.0,Nigerian Used,173521.0,1800.0,Petrol,Automatic,"1,800,000"
Toyota,1999.0,Nigerian Used,317894.0,3000.0,Petrol,Automatic,"2,184,000"
Honda,2008.0,Nigerian Used,435236.0,1800.0,Petrol,Automatic,"2,080,000"
Mazda,2006.0,Nigerian Used,198963.0,2000.0,Petrol,Automatic,"1,365,000"
Toyota,1999.0,Nigerian Used,224736.0,2000.0,Petrol,Automatic,"1,050,000"
Honda,2003.0,Foreign Used,278048.0,2000.0,Petrol,Automatic,"2,047,500"
Toyota,2008.0,Nigerian Used,125482.0,3274.9765625,Petrol,Automatic,"2,250,000"
Honda,2011.0,Nigerian Used,167793.0,3500.0,Petrol,Automatic,"3,952,000"
Honda,2006.0,Nigerian Used,175820.0,1800.0,Petrol,Automatic,"8,840,000"
Peugeot,2008.0,Nigerian Used,255420.0,3274.9765625,Petrol,Manual,"1,074,000"
Toyota,2004.0,Nigerian Used,482800.0,1800.0,Petrol,Automatic,"1,365,000"
Honda,2008.0,Nigerian Used,218853.0,1500.0,Petrol,Automatic,"1,250,000"
Toyota,2003.0,Nigerian Used,355522.0,3000.0,Petrol,Automatic,"1,365,000"
Honda,2004.0,Nigerian Used,198184.0,3500.0,Petrol,Automatic,"1,872,000"
Toyota,2007.0,Nigerian Used,85851.0,1500.0,Petrol,Automatic,"1,365,000"
Honda,2006.0,Nigerian Used,407637.0,1800.0,Petrol,Automatic,"1,560,000"
Volkswagen,2000.0,Foreign Used,238149.0,1800.0,Petrol,Manual,"1,680,000"
Honda,2006.0,Nigerian Used,137745.0,16.0,Petrol,Automatic,"1,470,000"
Volkswagen,2003.0,Foreign Used,275690.0,1600.0,Petrol,Automatic,"2,415,000"
Volkswagen,1998.0,Nigerian Used,206522.0,2000.0,Petrol,Automatic,"1,470,000"
Mercedes-Benz,2005.0,Nigerian Used,155231.0,35.0,Petrol,Automatic,"1,050,000"
Volkswagen,1999.0,Foreign Used,300153.0,1600.0,Petrol,Manual,"1,575,000"
Volkswagen,2008.0,Nigerian Used,95243.0,3274.9765625,Petrol,Automatic,"2,586,000"
Toyota,2018.0,Foreign Used,159334.0,2500.0,Petrol,Automatic,"13,520,000"
Honda,2012.0,Nigerian Used,58920.0,2400.0,Petrol,Automatic,"2,512,000"
Honda,2006.0,Nigerian Used,309254.0,1800.0,Petrol,Manual,"1,312,500"
Toyota,2011.0,Foreign Used,380494.0,2400.0,Petrol,Automatic,"3,937,500"
Toyota,2007.0,Nigerian Used,156731.0,2400.0,Petrol,Automatic,"2,808,000"
Toyota,2007.0,Nigerian Used,191517.0,1300.0,Petrol,Manual,"1,155,000"
Toyota,2002.0,Nigerian Used,313177.0,3000.0,Petrol,Automatic,"1,872,000"
Mercedes-Benz,2014.0,Nigerian Used,143207.0,3500.0,Petrol,Automatic,"9,000,000"
Volkswagen,2008.0,Nigerian Used,142533.0,3274.9765625,Petrol,Automatic,"2,250,000"
Toyota,2014.0,Nigerian Used,92814.0,1800.0,Petrol,Automatic,"3,150,000"
Hyundai,2007.0,Nigerian Used,134188.0,2400.0,Petrol,Automatic,"1,155,000"
Volkswagen,2008.0,Nigerian Used,222354.0,3274.9765625,Petrol,Automatic,"2,026,000"
Volkswagen,1998.0,Nigerian Used,203234.0,2000.0,Petrol,Automatic,"1,155,000"
Opel,2005.0,Nigerian Used,218560.0,1600.0,Petrol,Manual,"1,800,000"
Toyota,2004.0,Nigerian Used,182533.65556660038,1400.0,Diesel,Automatic,"1,260,000"
Toyota,2011.0,Foreign Used,98103.0,2500.0,Petrol,Automatic,"3,990,000"
Toyota,2008.0,Nigerian Used,308380.0,3274.9765625,Petrol,Automatic,"1,074,000"
Mercedes-Benz,2006.0,Foreign Used,104962.0,3500.0,Petrol,Automatic,"3,990,000"
Toyota,2009.0,Foreign Used,130789.0,2700.0,Petrol,Automatic,"3,952,000"
Mercedes-Benz,2001.0,Nigerian Used,432510.0,3200.0,Petrol,Automatic,"1,575,000"
Toyota,2018.0,Nigerian Used,49330.0,2500.0,Petrol,Automatic,"11,550,000"
Toyota,2003.0,Nigerian Used,120117.0,1800.0,Petrol,Automatic,"1,260,000"
Toyota,2007.0,Nigerian Used,446224.0,1800.0,Petrol,Automatic,"1,470,000"
Toyota,1999.0,Nigerian Used,225478.0,22.0,Petrol,Automatic,"1,040,000"
Lexus,2004.0,Foreign Used,94868.0,4700.0,Petrol,Automatic,"7,200,000"
Toyota,2007.0,Nigerian Used,209333.0,1800.0,Petrol,Manual,"1,155,000"
Toyota,2003.0,Foreign Used,300986.0,2000.0,Petrol,Automatic,"2,625,000"
Infiniti,2002.0,Nigerian Used,109615.0,3500.0,Petrol,Automatic,"892,500"
Toyota,2010.0,Foreign Used,184530.0,1800.0,Petrol,Automatic,"4,056,000"
Toyota,2008.0,Foreign Used,86643.0,1500.0,Petrol,Automatic,"2,940,000"
Ford,2013.0,Foreign Used,171155.0,3500.0,Petrol,Automatic,"4,935,000"
Nissan,2001.0,Nigerian Used,172358.0,3500.0,Petrol,Automatic,"1,248,000"
Lexus,2007.0,Nigerian Used,266358.0,35.0,Petrol,Automatic,"3,600,000"
Nissan,2012.0,Foreign Used,231941.0,2500.0,Petrol,Automatic,"4,387,500"
Toyota,2003.0,Nigerian Used,182846.0,1800.0,Petrol,Automatic,"1,785,000"
Lexus,2002.0,Foreign Used,211561.0,3000.0,Petrol,Automatic,"3,487,500"
BMW,2010.0,Foreign Used,277475.0,3274.9765625,Petrol,Automatic,"6,300,000"
Toyota,2009.0,Nigerian Used,108958.0,2000.0,Petrol,Automatic,"3,432,000"
Mercedes-Benz,2004.0,Foreign Used,510152.0,2100.0,Diesel,Automatic,"3,375,000"
Toyota,2008.0,Nigerian Used,87710.0,3274.9765625,Petrol,Automatic,"2,698,000"
Ford,2008.0,Foreign Used,258390.0,4600.0,Petrol,Automatic,"3,937,500"
Infiniti,2005.0,Nigerian Used,204946.0,3500.0,Petrol,Automatic,"2,812,500"
Toyota,2007.0,Foreign Used,164013.0,3500.0,Petrol,Automatic,"4,050,000"
Acura,2016.0,Nigerian Used,163198.0,3500.0,Petrol,Automatic,"11,025,000"
Lexus,2001.0,Nigerian Used,283860.0,3000.0,Petrol,Automatic,"2,600,000"
